,대여날짜,대여년,대여월,대여일,대여시,대여량
13430,2016-03-12,2016,03,12,2,7
13431,2016-03-12,2016,03,12,20,32
13432,2016-03-12,2016,03,12,21,51
13433,2016-03-12,2016,03,12,22,32
13434,2016-03-12,2016,03,12,23,21
13435,2016-03-12,2016,03,12,3,2
13436,2016-03-12,2016,03,12,4,3
13437,2016-03-12,2016,03,12,5,6
13438,2016-03-12,2016,03,12,6,4
13439,2016-03-12,2016,03,12,7,16
13440,2016-03-12,2016,03,12,8,25
13441,2016-03-12,2016,03,12,9,36
13442,2016-03-13,2016,03,13,0,29
13443,2016-03-13,2016,03,13,1,9
13444,2016-03-13,2016,03,13,10,41
13445,2016-03-13,2016,03,13,11,38
13446,2016-03-13,2016,03,13,12,47
13447,2016-03-13,2016,03,13,13,61
13448,2016-03-13,2016,03,13,14,74
13449,2016-03-13,2016,03,13,15,64
13450,2016-03-13,2016,03,13,16,83
13451,2016-03-13,2016,03,13,17,74
13452,2016-03-13,2016,03,13,18,68
13453,2016-03-13,2016,03,13,19,37
13454,2016-03-13,2016,03,13,2,7
13455,2016-03-13,2016,03,13,20,28
13456,2016-03-13,2016,03,13,21,34
13457,2016-03-13,2016,03,13,22,28
13458,2016-03-13,2016,03,13,23,24
13459,2016-03-13,2016,03,13,3,6
13460,2016-03-13,2016,03,13,4,2
13461,2016-03-13,2016,03,13,5,2
13462,2016-03-13,2016,03,13,6,5
13463,2016-03-13,2016,03,13,7,6
13464,2016-03-13,2016,03,13,8,9
13465,2016-03-13,2016,03,13,9,12
13466,2016-03-14,2016,03,14,0,16
13467,2016-03-14,2016,03,14,1,5
13468,2016-03-14,2016,03,14,10,33
13469,2016-03-14,2016,03,14,11,51
13470,2016-03-14,2016,03,14,12,63
13471,2016-03-14,2016,03,14,13,66
13472,2016-03-14,2016,03,14,14,57
13473,2016-03-14,2016,03,14,15,78
13474,2016-03-14,2016,03,14,16,70
13475,2016-03-14,2016,03,14,17,84
13476,2016-03-14,2016,03,14,18,121
13477,2016-03-14,2016,03,14,19,98
13478,2016-03-14,2016,03,14,2,7
13479,2016-03-14,2016,03,14,20,68
13480,2016-03-14,2016,03,14,21,82
13481,2016-03-14,2016,03,14,22,52
13482,2016-03-14,2016,03,14,23,34
13483,2016-03-14,2016,03,14,3,1
13484,2016-03-14,2016,03,14,4,2
13485,2016-03-14,2016,03,14,5,7
13486,2016-03-14,2016,03,14,6,20
13487,2016-03-14,2016,03,14,7,55
13488,2016-03-14,2016,03,14,8,112
13489,2016-03-14,2016,03,14,9,49
13490,2016-03-15,2016,03,15,0,19
13491,2016-03-15,2016,03,15,1,12
13492,2016-03-15,2016,03,15,10,43
13493,2016-03-15,2016,03,15,11,54
13494,2016-03-15,2016,03,15,12,88
13495,2016-03-15,2016,03,15,13,87
13496,2016-03-15,2016,03,15,14,89
13497,2016-03-15,2016,03,15,15,93
13498,2016-03-15,2016,03,15,16,91
13499,2016-03-15,2016,03,15,17,78
13500,2016-03-15,2016,03,15,18,119
13501,2016-03-15,2016,03,15,19,106
13502,2016-03-15,2016,03,15,2,5
13503,2016-03-15,2016,03,15,20,74
13504,2016-03-15,2016,03,15,21,63
13505,2016-03-15,2016,03,15,22,52
13506,2016-03-15,2016,03,15,23,37
13507,2016-03-15,2016,03,15,3,8
13508,2016-03-15,2016,03,15,4,3
13509,2016-03-15,2016,03,15,5,11
13510,2016-03-15,2016,03,15,6,29
13511,2016-03-15,2016,03,15,7,71
13512,2016-03-15,2016,03,15,8,120
13513,2016-03-15,2016,03,15,9,49
13514,2016-03-16,2016,03,16,0,19
13515,2016-03-16,2016,03,16,1,8
13516,2016-03-16,2016,03,16,10,48
13517,2016-03-16,2016,03,16,11,57
13518,2016-03-16,2016,03,16,12,91
13519,2016-03-16,2016,03,16,13,92
13520,2016-03-16,2016,03,16,14,85
13521,2016-03-16,2016,03,16,15,91
13522,2016-03-16,2016,03,16,16,114
13523,2016-03-16,2016,03,16,17,124
13524,2016-03-16,2016,03,16,18,174
13525,2016-03-16,2016,03,16,19,100
13526,2016-03-16,2016,03,16,2,7
13527,2016-03-16,2016,03,16,20,65
13528,2016-03-16,2016,03,16,21,88
13529,2016-03-16,2016,03,16,22,68
13530,2016-03-16,2016,03,16,23,33
13531,2016-03-16,2016,03,16,3,3
13532,2016-03-16,2016,03,16,4,4
13533,2016-03-16,2016,03,16,5,6
13534,2016-03-16,2016,03,16,6,28
13535,2016-03-16,2016,03,16,7,73
13536,2016-03-16,2016,03,16,8,109
13537,2016-03-16,2016,03,16,9,62
13538,2016-03-17,2016,03,17,0,24
13539,2016-03-17,2016,03,17,1,12
13540,2016-03-17,2016,03,17,10,46
13541,2016-03-17,2016,03,17,11,59
13542,2016-03-17,2016,03,17,12,89
13543,2016-03-17,2016,03,17,13,72
13544,2016-03-17,2016,03,17,14,71
13545,2016-03-17,2016,03,17,15,83
13546,2016-03-17,2016,03,17,16,95
13547,2016-03-17,2016,03,17,17,121
13548,2016-03-17,2016,03,17,18,180
13549,2016-03-17,2016,03,17,19,137
13550,2016-03-17,2016,03,17,2,7
13551,2016-03-17,2016,03,17,20,96
13552,2016-03-17,2016,03,17,21,115
13553,2016-03-17,2016,03,17,22,64
13554,2016-03-17,2016,03,17,23,44
13555,2016-03-17,2016,03,17,3,10
13556,2016-03-17,2016,03,17,4,4
13557,2016-03-17,2016,03,17,5,11
13558,2016-03-17,2016,03,17,6,29
13559,2016-03-17,2016,03,17,7,54
13560,2016-03-17,2016,03,17,8,135
13561,2016-03-17,2016,03,17,9,57
13562,2016-03-18,2016,03,18,0,16
13563,2016-03-18,2016,03,18,1,10
13564,2016-03-18,2016,03,18,10,42
13565,2016-03-18,2016,03,18,11,84
13566,2016-03-18,2016,03,18,12,122
13567,2016-03-18,2016,03,18,13,113
13568,2016-03-18,2016,03,18,14,125
13569,2016-03-18,2016,03,18,15,178
13570,2016-03-18,2016,03,18,16,197
13571,2016-03-18,2016,03,18,17,205
13572,2016-03-18,2016,03,18,18,224
13573,2016-03-18,2016,03,18,19,186
13574,2016-03-18,2016,03,18,2,10
13575,2016-03-18,2016,03,18,20,143
13576,2016-03-18,2016,03,18,21,108
13577,2016-03-18,2016,03,18,22,107
13578,2016-03-18,2016,03,18,23,60
13579,2016-03-18,2016,03,18,3,4
13580,2016-03-18,2016,03,18,4,3
13581,2016-03-18,2016,03,18,5,14
13582,2016-03-18,2016,03,18,6,25
13583,2016-03-18,2016,03,18,7,61
13584,2016-03-18,2016,03,18,8,140
13585,2016-03-18,2016,03,18,9,64
13586,2016-03-19,2016,03,19,0,30
13587,2016-03-19,2016,03,19,1,21
13588,2016-03-19,2016,03,19,10,60
13589,2016-03-19,2016,03,19,11,109
13590,2016-03-19,2016,03,19,12,157
13591,2016-03-19,2016,03,19,13,207
13592,2016-03-19,2016,03,19,14,284
13593,2016-03-19,2016,03,19,15,415
13594,2016-03-19,2016,03,19,16,434
13595,2016-03-19,2016,03,19,17,428
13596,2016-03-19,2016,03,19,18,264
13597,2016-03-19,2016,03,19,19,157
13598,2016-03-19,2016,03,19,2,11
13599,2016-03-19,2016,03,19,20,103
13600,2016-03-19,2016,03,19,21,92
13601,2016-03-19,2016,03,19,22,71
13602,2016-03-19,2016,03,19,23,55
13603,2016-03-19,2016,03,19,3,5
13604,2016-03-19,2016,03,19,4,8
13605,2016-03-19,2016,03,19,5,2
13606,2016-03-19,2016,03,19,6,15
13607,2016-03-19,2016,03,19,7,18
13608,2016-03-19,2016,03,19,8,41
13609,2016-03-19,2016,03,19,9,54
13610,2016-03-20,2016,03,20,0,43
13611,2016-03-20,2016,03,20,1,26
13612,2016-03-20,2016,03,20,10,67
13613,2016-03-20,2016,03,20,11,129
13614,2016-03-20,2016,03,20,12,172
13615,2016-03-20,2016,03,20,13,263
13616,2016-03-20,2016,03,20,14,370
13617,2016-03-20,2016,03,20,15,445
13618,2016-03-20,2016,03,20,16,464
13619,2016-03-20,2016,03,20,17,333
13620,2016-03-20,2016,03,20,18,239
13621,2016-03-20,2016,03,20,19,137
13622,2016-03-20,2016,03,20,2,7
13623,2016-03-20,2016,03,20,20,104
13624,2016-03-20,2016,03,20,21,108
13625,2016-03-20,2016,03,20,22,47
13626,2016-03-20,2016,03,20,23,34
13627,2016-03-20,2016,03,20,3,5
13628,2016-03-20,2016,03,20,4,5
13629,2016-03-20,2016,03,20,5,8
13630,2016-03-20,2016,03,20,6,6
13631,2016-03-20,2016,03,20,7,19
13632,2016-03-20,2016,03,20,8,30
13633,2016-03-20,2016,03,20,9,31
13634,2016-03-21,2016,03,21,0,19
13635,2016-03-21,2016,03,21,1,12
13636,2016-03-21,2016,03,21,10,47
13637,2016-03-21,2016,03,21,11,83
13638,2016-03-21,2016,03,21,12,127
13639,2016-03-21,2016,03,21,13,117
13640,2016-03-21,2016,03,21,14,122
13641,2016-03-21,2016,03,21,15,156
13642,2016-03-21,2016,03,21,16,153
13643,2016-03-21,2016,03,21,17,163
13644,2016-03-21,2016,03,21,18,195
13645,2016-03-21,2016,03,21,19,150
13646,2016-03-21,2016,03,21,2,6
13647,2016-03-21,2016,03,21,20,113
13648,2016-03-21,2016,03,21,21,88
13649,2016-03-21,2016,03,21,22,73
13650,2016-03-21,2016,03,21,23,46
13651,2016-03-21,2016,03,21,3,1
13652,2016-03-21,2016,03,21,4,6
13653,2016-03-21,2016,03,21,5,11
13654,2016-03-21,2016,03,21,6,30
13655,2016-03-21,2016,03,21,7,77
13656,2016-03-21,2016,03,21,8,142
13657,2016-03-21,2016,03,21,9,63
13658,2016-03-22,2016,03,22,0,24
13659,2016-03-22,2016,03,22,1,13
13660,2016-03-22,2016,03,22,10,58
13661,2016-03-22,2016,03,22,11,100
13662,2016-03-22,2016,03,22,12,131
13663,2016-03-22,2016,03,22,13,85
13664,2016-03-22,2016,03,22,14,122
13665,2016-03-22,2016,03,22,15,144
13666,2016-03-22,2016,03,22,16,119
13667,2016-03-22,2016,03,22,17,142
13668,2016-03-22,2016,03,22,18,180
13669,2016-03-22,2016,03,22,19,131
13670,2016-03-22,2016,03,22,2,4
13671,2016-03-22,2016,03,22,20,87
13672,2016-03-22,2016,03,22,21,85
13673,2016-03-22,2016,03,22,22,74
13674,2016-03-22,2016,03,22,23,64
13675,2016-03-22,2016,03,22,3,10
13676,2016-03-22,2016,03,22,4,5
13677,2016-03-22,2016,03,22,5,9
13678,2016-03-22,2016,03,22,6,34
13679,2016-03-22,2016,03,22,7,80
13680,2016-03-22,2016,03,22,8,169
13681,2016-03-22,2016,03,22,9,78
13682,2016-03-23,2016,03,23,0,24
13683,2016-03-23,2016,03,23,1,13
13684,2016-03-23,2016,03,23,10,57
13685,2016-03-23,2016,03,23,11,100
13686,2016-03-23,2016,03,23,12,139
13687,2016-03-23,2016,03,23,13,71
13688,2016-03-23,2016,03,23,14,103
13689,2016-03-23,2016,03,23,15,124
13690,2016-03-23,2016,03,23,16,128
13691,2016-03-23,2016,03,23,17,123
13692,2016-03-23,2016,03,23,18,212
13693,2016-03-23,2016,03,23,19,107
13694,2016-03-23,2016,03,23,2,10
13695,2016-03-23,2016,03,23,20,65
13696,2016-03-23,2016,03,23,21,89
13697,2016-03-23,2016,03,23,22,70
13698,2016-03-23,2016,03,23,23,58
13699,2016-03-23,2016,03,23,3,6
13700,2016-03-23,2016,03,23,4,8
13701,2016-03-23,2016,03,23,5,9
13702,2016-03-23,2016,03,23,6,32
13703,2016-03-23,2016,03,23,7,57
13704,2016-03-23,2016,03,23,8,163
13705,2016-03-23,2016,03,23,9,82
13706,2016-03-24,2016,03,24,0,27
13707,2016-03-24,2016,03,24,1,6
13708,2016-03-24,2016,03,24,10,50
13709,2016-03-24,2016,03,24,11,95
13710,2016-03-24,2016,03,24,12,118
13711,2016-03-24,2016,03,24,13,92
13712,2016-03-24,2016,03,24,14,113
13713,2016-03-24,2016,03,24,15,142
13714,2016-03-24,2016,03,24,16,129
13715,2016-03-24,2016,03,24,17,123
13716,2016-03-24,2016,03,24,18,193
13717,2016-03-24,2016,03,24,19,117
13718,2016-03-24,2016,03,24,2,12
13719,2016-03-24,2016,03,24,20,97
13720,2016-03-24,2016,03,24,21,95
13721,2016-03-24,2016,03,24,22,66
13722,2016-03-24,2016,03,24,23,42
13723,2016-03-24,2016,03,24,3,4
13724,2016-03-24,2016,03,24,4,5
13725,2016-03-24,2016,03,24,5,7
13726,2016-03-24,2016,03,24,6,25
13727,2016-03-24,2016,03,24,7,73
13728,2016-03-24,2016,03,24,8,153
13729,2016-03-24,2016,03,24,9,71
13730,2016-03-25,2016,03,25,0,28
13731,2016-03-25,2016,03,25,1,15
13732,2016-03-25,2016,03,25,10,50
13733,2016-03-25,2016,03,25,11,107
13734,2016-03-25,2016,03,25,12,162
13735,2016-03-25,2016,03,25,13,114
13736,2016-03-25,2016,03,25,14,92
13737,2016-03-25,2016,03,25,15,139
13738,2016-03-25,2016,03,25,16,124
13739,2016-03-25,2016,03,25,17,149
13740,2016-03-25,2016,03,25,18,209
13741,2016-03-25,2016,03,25,19,91
13742,2016-03-25,2016,03,25,2,5
13743,2016-03-25,2016,03,25,20,80
13744,2016-03-25,2016,03,25,21,60
13745,2016-03-25,2016,03,25,22,63
13746,2016-03-25,2016,03,25,23,48
13747,2016-03-25,2016,03,25,3,7
13748,2016-03-25,2016,03,25,4,4
13749,2016-03-25,2016,03,25,5,12
13750,2016-03-25,2016,03,25,6,20
13751,2016-03-25,2016,03,25,7,84
13752,2016-03-25,2016,03,25,8,138
13753,2016-03-25,2016,03,25,9,65
13754,2016-03-26,2016,03,26,0,30
13755,2016-03-26,2016,03,26,1,24
13756,2016-03-26,2016,03,26,10,68
13757,2016-03-26,2016,03,26,11,72
13758,2016-03-26,2016,03,26,12,94
13759,2016-03-26,2016,03,26,13,173
13760,2016-03-26,2016,03,26,14,261
13761,2016-03-26,2016,03,26,15,304
13762,2016-03-26,2016,03,26,16,304
13763,2016-03-26,2016,03,26,17,219
13764,2016-03-26,2016,03,26,18,128
13765,2016-03-26,2016,03,26,19,91
13766,2016-03-26,2016,03,26,2,9
13767,2016-03-26,2016,03,26,20,50
13768,2016-03-26,2016,03,26,21,69
13769,2016-03-26,2016,03,26,22,67
13770,2016-03-26,2016,03,26,23,58
13771,2016-03-26,2016,03,26,3,10
13772,2016-03-26,2016,03,26,4,3
13773,2016-03-26,2016,03,26,5,3
13774,2016-03-26,2016,03,26,6,11
13775,2016-03-26,2016,03,26,7,16
13776,2016-03-26,2016,03,26,8,26
13777,2016-03-26,2016,03,26,9,38
13778,2016-03-27,2016,03,27,0,19
13779,2016-03-27,2016,03,27,1,9
13780,2016-03-27,2016,03,27,10,66
13781,2016-03-27,2016,03,27,11,90
13782,2016-03-27,2016,03,27,12,183
13783,2016-03-27,2016,03,27,13,210
13784,2016-03-27,2016,03,27,14,320
13785,2016-03-27,2016,03,27,15,358
13786,2016-03-27,2016,03,27,16,275
13787,2016-03-27,2016,03,27,17,255
13788,2016-03-27,2016,03,27,18,133
13789,2016-03-27,2016,03,27,19,87
13790,2016-03-27,2016,03,27,2,9
13791,2016-03-27,2016,03,27,20,60
13792,2016-03-27,2016,03,27,21,47
13793,2016-03-27,2016,03,27,22,32
13794,2016-03-27,2016,03,27,23,35
13795,2016-03-27,2016,03,27,3,9
13796,2016-03-27,2016,03,27,4,10
13797,2016-03-27,2016,03,27,5,7
13798,2016-03-27,2016,03,27,6,4
13799,2016-03-27,2016,03,27,7,9
13800,2016-03-27,2016,03,27,8,28
13801,2016-03-27,2016,03,27,9,42
13802,2016-03-28,2016,03,28,0,21
13803,2016-03-28,2016,03,28,1,13
13804,2016-03-28,2016,03,28,10,64
13805,2016-03-28,2016,03,28,11,91
13806,2016-03-28,2016,03,28,12,119
13807,2016-03-28,2016,03,28,13,99
13808,2016-03-28,2016,03,28,14,118
13809,2016-03-28,2016,03,28,15,151
13810,2016-03-28,2016,03,28,16,180
13811,2016-03-28,2016,03,28,17,192
13812,2016-03-28,2016,03,28,18,226
13813,2016-03-28,2016,03,28,19,163
13814,2016-03-28,2016,03,28,2,7
13815,2016-03-28,2016,03,28,20,125
13816,2016-03-28,2016,03,28,21,111
13817,2016-03-28,2016,03,28,22,109
13818,2016-03-28,2016,03,28,23,51
13819,2016-03-28,2016,03,28,3,7
13820,2016-03-28,2016,03,28,4,4
13821,2016-03-28,2016,03,28,5,10
13822,2016-03-28,2016,03,28,6,33
13823,2016-03-28,2016,03,28,7,62
13824,2016-03-28,2016,03,28,8,148
13825,2016-03-28,2016,03,28,9,84
13826,2016-03-29,2016,03,29,0,21
13827,2016-03-29,2016,03,29,1,13
13828,2016-03-29,2016,03,29,10,52
13829,2016-03-29,2016,03,29,11,88
13830,2016-03-29,2016,03,29,12,132
13831,2016-03-29,2016,03,29,13,94
13832,2016-03-29,2016,03,29,14,88
13833,2016-03-29,2016,03,29,15,125
13834,2016-03-29,2016,03,29,16,76
13835,2016-03-29,2016,03,29,17,62
13836,2016-03-29,2016,03,29,18,51
13837,2016-03-29,2016,03,29,19,84
13838,2016-03-29,2016,03,29,2,9
13839,2016-03-29,2016,03,29,20,69
13840,2016-03-29,2016,03,29,21,86
13841,2016-03-29,2016,03,29,22,85
13842,2016-03-29,2016,03,29,23,57
13843,2016-03-29,2016,03,29,3,10
13844,2016-03-29,2016,03,29,4,4
13845,2016-03-29,2016,03,29,5,14
13846,2016-03-29,2016,03,29,6,37
13847,2016-03-29,2016,03,29,7,85
13848,2016-03-29,2016,03,29,8,157
13849,2016-03-29,2016,03,29,9,79
13850,2016-03-30,2016,03,30,0,37
13851,2016-03-30,2016,03,30,1,19
13852,2016-03-30,2016,03,30,10,54
13853,2016-03-30,2016,03,30,11,98
13854,2016-03-30,2016,03,30,12,136
13855,2016-03-30,2016,03,30,13,89
13856,2016-03-30,2016,03,30,14,110
13857,2016-03-30,2016,03,30,15,158
13858,2016-03-30,2016,03,30,16,158
13859,2016-03-30,2016,03,30,17,163
13860,2016-03-30,2016,03,30,18,249
13861,2016-03-30,2016,03,30,19,166
13862,2016-03-30,2016,03,30,2,2
13863,2016-03-30,2016,03,30,20,122
13864,2016-03-30,2016,03,30,21,133
13865,2016-03-30,2016,03,30,22,88
13866,2016-03-30,2016,03,30,23,57
13867,2016-03-30,2016,03,30,3,5
13868,2016-03-30,2016,03,30,4,3
13869,2016-03-30,2016,03,30,5,12
13870,2016-03-30,2016,03,30,6,31
13871,2016-03-30,2016,03,30,7,86
13872,2016-03-30,2016,03,30,8,164
13873,2016-03-30,2016,03,30,9,78
13874,2016-03-31,2016,03,31,0,32
13875,2016-03-31,2016,03,31,1,14
13876,2016-03-31,2016,03,31,10,67
13877,2016-03-31,2016,03,31,11,101
13878,2016-03-31,2016,03,31,12,173
13879,2016-03-31,2016,03,31,13,127
13880,2016-03-31,2016,03,31,14,134
13881,2016-03-31,2016,03,31,15,158
13882,2016-03-31,2016,03,31,16,249
13883,2016-03-31,2016,03,31,17,223
13884,2016-03-31,2016,03,31,18,274
13885,2016-03-31,2016,03,31,19,168
13886,2016-03-31,2016,03,31,2,8
13887,2016-03-31,2016,03,31,20,115
13888,2016-03-31,2016,03,31,21,132
13889,2016-03-31,2016,03,31,22,103
13890,2016-03-31,2016,03,31,23,76
13891,2016-03-31,2016,03,31,3,4
13892,2016-03-31,2016,03,31,4,6
13893,2016-03-31,2016,03,31,5,10
13894,2016-03-31,2016,03,31,6,27
13895,2016-03-31,2016,03,31,7,92
13896,2016-03-31,2016,03,31,8,167
13897,2016-03-31,2016,03,31,9,81
13898,2016-04-01,2016,04,01,0,45
13899,2016-04-01,2016,04,01,1,24
13900,2016-04-01,2016,04,01,10,71
13901,2016-04-01,2016,04,01,11,152
13902,2016-04-01,2016,04,01,12,205
13903,2016-04-01,2016,04,01,13,188
13904,2016-04-01,2016,04,01,14,217
13905,2016-04-01,2016,04,01,15,243
13906,2016-04-01,2016,04,01,16,323
13907,2016-04-01,2016,04,01,17,280
13908,2016-04-01,2016,04,01,18,366
13909,2016-04-01,2016,04,01,19,227
13910,2016-04-01,2016,04,01,2,12
13911,2016-04-01,2016,04,01,20,176
13912,2016-04-01,2016,04,01,21,132
13913,2016-04-01,2016,04,01,22,123
13914,2016-04-01,2016,04,01,23,84
13915,2016-04-01,2016,04,01,3,9
13916,2016-04-01,2016,04,01,4,7
13917,2016-04-01,2016,04,01,5,12
13918,2016-04-01,2016,04,01,6,21
13919,2016-04-01,2016,04,01,7,92
13920,2016-04-01,2016,04,01,8,166
13921,2016-04-01,2016,04,01,9,85
13922,2016-04-02,2016,04,02,0,42
13923,2016-04-02,2016,04,02,1,31
13924,2016-04-02,2016,04,02,10,100
13925,2016-04-02,2016,04,02,11,150
13926,2016-04-02,2016,04,02,12,208
13927,2016-04-02,2016,04,02,13,337
13928,2016-04-02,2016,04,02,14,452
13929,2016-04-02,2016,04,02,15,495
13930,2016-04-02,2016,04,02,16,550
13931,2016-04-02,2016,04,02,17,530
13932,2016-04-02,2016,04,02,18,397
13933,2016-04-02,2016,04,02,19,192
13934,2016-04-02,2016,04,02,2,22
13935,2016-04-02,2016,04,02,20,170
13936,2016-04-02,2016,04,02,21,115
13937,2016-04-02,2016,04,02,22,111
13938,2016-04-02,2016,04,02,23,93
13939,2016-04-02,2016,04,02,3,15
13940,2016-04-02,2016,04,02,4,5
13941,2016-04-02,2016,04,02,5,7
13942,2016-04-02,2016,04,02,6,6
13943,2016-04-02,2016,04,02,7,22
13944,2016-04-02,2016,04,02,8,28
13945,2016-04-02,2016,04,02,9,61
13946,2016-04-03,2016,04,03,0,60
13947,2016-04-03,2016,04,03,1,35
13948,2016-04-03,2016,04,03,10,18
13949,2016-04-03,2016,04,03,11,8
13950,2016-04-03,2016,04,03,12,12
13951,2016-04-03,2016,04,03,13,46
13952,2016-04-03,2016,04,03,14,106
13953,2016-04-03,2016,04,03,15,61
13954,2016-04-03,2016,04,03,16,15
13955,2016-04-03,2016,04,03,17,18
13956,2016-04-03,2016,04,03,18,29
13957,2016-04-03,2016,04,03,19,40
13958,2016-04-03,2016,04,03,2,24
13959,2016-04-03,2016,04,03,20,37
13960,2016-04-03,2016,04,03,21,53
13961,2016-04-03,2016,04,03,22,52
13962,2016-04-03,2016,04,03,23,36
13963,2016-04-03,2016,04,03,3,15
13964,2016-04-03,2016,04,03,4,1
13965,2016-04-03,2016,04,03,5,6
13966,2016-04-03,2016,04,03,6,7
13967,2016-04-03,2016,04,03,7,21
13968,2016-04-03,2016,04,03,8,32
13969,2016-04-03,2016,04,03,9,21
13970,2016-04-04,2016,04,04,0,33
13971,2016-04-04,2016,04,04,1,11
13972,2016-04-04,2016,04,04,10,79
13973,2016-04-04,2016,04,04,11,132
13974,2016-04-04,2016,04,04,12,202
13975,2016-04-04,2016,04,04,13,174
13976,2016-04-04,2016,04,04,14,252
13977,2016-04-04,2016,04,04,15,259
13978,2016-04-04,2016,04,04,16,308
13979,2016-04-04,2016,04,04,17,275
13980,2016-04-04,2016,04,04,18,351
13981,2016-04-04,2016,04,04,19,228
13982,2016-04-04,2016,04,04,2,15
13983,2016-04-04,2016,04,04,20,173
13984,2016-04-04,2016,04,04,21,168
13985,2016-04-04,2016,04,04,22,125
13986,2016-04-04,2016,04,04,23,75
13987,2016-04-04,2016,04,04,3,4
13988,2016-04-04,2016,04,04,4,6
13989,2016-04-04,2016,04,04,5,13
13990,2016-04-04,2016,04,04,6,37
13991,2016-04-04,2016,04,04,7,100
13992,2016-04-04,2016,04,04,8,167
13993,2016-04-04,2016,04,04,9,81
13994,2016-04-05,2016,04,05,0,45
13995,2016-04-05,2016,04,05,1,23
13996,2016-04-05,2016,04,05,10,93
13997,2016-04-05,2016,04,05,11,143
13998,2016-04-05,2016,04,05,12,180
13999,2016-04-05,2016,04,05,13,171
14000,2016-04-05,2016,04,05,14,185
14001,2016-04-05,2016,04,05,15,228
14002,2016-04-05,2016,04,05,16,253
14003,2016-04-05,2016,04,05,17,273
14004,2016-04-05,2016,04,05,18,299
14005,2016-04-05,2016,04,05,19,210
14006,2016-04-05,2016,04,05,2,16
14007,2016-04-05,2016,04,05,20,151
14008,2016-04-05,2016,04,05,21,139
14009,2016-04-05,2016,04,05,22,124
14010,2016-04-05,2016,04,05,23,66
14011,2016-04-05,2016,04,05,3,17
14012,2016-04-05,2016,04,05,4,7
14013,2016-04-05,2016,04,05,5,16
14014,2016-04-05,2016,04,05,6,34
14015,2016-04-05,2016,04,05,7,102
14016,2016-04-05,2016,04,05,8,188
14017,2016-04-05,2016,04,05,9,108
14018,2016-04-06,2016,04,06,0,37
14019,2016-04-06,2016,04,06,1,8
14020,2016-04-06,2016,04,06,10,91
14021,2016-04-06,2016,04,06,11,149
14022,2016-04-06,2016,04,06,12,205
14023,2016-04-06,2016,04,06,13,175
14024,2016-04-06,2016,04,06,14,189
14025,2016-04-06,2016,04,06,15,237
14026,2016-04-06,2016,04,06,16,269
14027,2016-04-06,2016,04,06,17,290
14028,2016-04-06,2016,04,06,18,370
14029,2016-04-06,2016,04,06,19,234
14030,2016-04-06,2016,04,06,2,8
14031,2016-04-06,2016,04,06,20,188
14032,2016-04-06,2016,04,06,21,141
14033,2016-04-06,2016,04,06,22,23
14034,2016-04-06,2016,04,06,23,2
14035,2016-04-06,2016,04,06,3,7
14036,2016-04-06,2016,04,06,4,3
14037,2016-04-06,2016,04,06,5,15
14038,2016-04-06,2016,04,06,6,35
14039,2016-04-06,2016,04,06,7,99
14040,2016-04-06,2016,04,06,8,190
14041,2016-04-06,2016,04,06,9,96
14042,2016-04-07,2016,04,07,0,5
14043,2016-04-07,2016,04,07,10,59
14044,2016-04-07,2016,04,07,11,122
14045,2016-04-07,2016,04,07,12,165
14046,2016-04-07,2016,04,07,13,147
14047,2016-04-07,2016,04,07,14,159
14048,2016-04-07,2016,04,07,15,203
14049,2016-04-07,2016,04,07,16,181
14050,2016-04-07,2016,04,07,17,201
14051,2016-04-07,2016,04,07,18,310
14052,2016-04-07,2016,04,07,19,214
14053,2016-04-07,2016,04,07,2,2
14054,2016-04-07,2016,04,07,20,158
14055,2016-04-07,2016,04,07,21,160
14056,2016-04-07,2016,04,07,22,130
14057,2016-04-07,2016,04,07,23,80
14058,2016-04-07,2016,04,07,3,1
14059,2016-04-07,2016,04,07,4,1
14060,2016-04-07,2016,04,07,5,1
14061,2016-04-07,2016,04,07,6,22
14062,2016-04-07,2016,04,07,7,30
14063,2016-04-07,2016,04,07,8,112
14064,2016-04-07,2016,04,07,9,79
14065,2016-04-08,2016,04,08,0,44
14066,2016-04-08,2016,04,08,1,20
